Area..sq.km.,Area_ha_mean,Area_ha_median,Area_ha_stddev
3799.9696,3.497646,1.338778,14.981867
3799.9696,3.497646,1.338778,14.981867
3799.9696,3.497646,1.338778,14.981867
3799.9696,3.497646,1.338778,14.981867
,4.962517,1.425805,15.946556
1662.5178,4.962517,1.425805,15.946556
,4.962517,1.425805,15.946556
1662.5178,4.962517,1.425805,15.946556
,4.962517,1.425805,15.946556
1662.5178,4.962517,1.425805,15.946556
1662.5178,4.962517,1.425805,15.946556
1975.0766,3.100071,1.211107,8.284071
1975.0766,3.100071,1.211107,8.284071
1975.0766,3.100071,1.211107,8.284071
1975.0766,3.100071,1.211107,8.284071
1975.0766,3.100071,1.211107,8.284071
1975.0766,3.100071,1.211107,8.284071
1975.0766,3.100071,1.211107,8.284071
1991.0516,5.362283,1.483066,22.343253
,5.362283,1.483066,22.343253
1991.0516,5.362283,1.483066,22.343253
1991.0516,5.362283,1.483066,22.343253
1991.0516,5.362283,1.483066,22.343253
,5.362283,1.483066,22.343253
,5.362283,1.483066,22.343253
,5.362283,1.483066,22.343253
,5.362283,1.483066,22.343253
,5.362283,1.483066,22.343253
,5.362283,1.483066,22.343253
1740.5141,3.405505,1.204188,12.686313
1740.5141,3.405505,1.204188,12.686313
1740.5141,3.405505,1.204188,12.686313
1740.5141,3.405505,1.204188,12.686313
1740.5141,3.405505,1.204188,12.686313
1740.5141,3.405505,1.204188,12.686313
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
159.1851,5.414462,1.477258,24.661693
1325.1901,5.414462,1.477258,24.661693
159.1851,5.414462,1.477258,24.661693
1325.1901,5.414462,1.477258,24.661693
159.1851,5.414462,1.477258,24.661693
1325.1901,5.414462,1.477258,24.661693
159.1851,5.414462,1.477258,24.661693
1325.1901,5.414462,1.477258,24.661693
159.1851,5.414462,1.477258,24.661693
1325.1901,5.414462,1.477258,24.661693
6425.8321,8.650502,1.451518,39.534618
6425.8321,8.650502,1.451518,39.534618
6425.8321,8.650502,1.451518,39.534618
6425.8321,8.650502,1.451518,39.534618
6425.8321,8.650502,1.451518,39.534618
6425.8321,8.650502,1.451518,39.534618
6425.8321,8.650502,1.451518,39.534618
6425.8321,8.650502,1.451518,39.534618
6425.8321,8.650502,1.451518,39.534618
6425.8321,8.650502,1.451518,39.534618
6425.8321,8.650502,1.451518,39.534618
1262.1279,8.493213,1.552174,38.069429
885.285,8.493213,1.552174,38.069429
1262.1279,8.493213,1.552174,38.069429
885.285,8.493213,1.552174,38.069429
1262.1279,8.493213,1.552174,38.069429
885.285,8.493213,1.552174,38.069429
1262.1279,8.493213,1.552174,38.069429
885.285,8.493213,1.552174,38.069429
1262.1279,8.493213,1.552174,38.069429
885.285,8.493213,1.552174,38.069429
1262.1279,8.493213,1.552174,38.069429
885.285,8.493213,1.552174,38.069429
1262.1279,8.493213,1.552174,38.069429
885.285,8.493213,1.552174,38.069429
1262.1279,8.493213,1.552174,38.069429
885.285,8.493213,1.552174,38.069429
1262.1279,8.493213,1.552174,38.069429
885.285,8.493213,1.552174,38.069429
1262.1279,8.493213,1.552174,38.069429
885.285,8.493213,1.552174,38.069429
679.2408,3.014901,1.289874,7.588159
353.6818,3.014901,1.289874,7.588159
679.2408,3.014901,1.289874,7.588159
353.6818,3.014901,1.289874,7.588159
679.2408,3.014901,1.289874,7.588159
353.6818,3.014901,1.289874,7.588159
679.2408,3.014901,1.289874,7.588159
353.6818,3.014901,1.289874,7.588159
679.2408,3.014901,1.289874,7.588159
353.6818,3.014901,1.289874,7.588159
679.2408,3.014901,1.289874,7.588159
353.6818,3.014901,1.289874,7.588159
679.2408,3.014901,1.289874,7.588159
353.6818,3.014901,1.289874,7.588159
174.2495,6.028332,1.257078,25.283467
160.4387,6.028332,1.257078,25.283467
261.4877,6.028332,1.257078,25.283467
174.2495,6.028332,1.257078,25.283467
160.4387,6.028332,1.257078,25.283467
261.4877,6.028332,1.257078,25.283467
174.2495,6.028332,1.257078,25.283467
160.4387,6.028332,1.257078,25.283467
261.4877,6.028332,1.257078,25.283467
174.2495,6.028332,1.257078,25.283467
160.4387,6.028332,1.257078,25.283467
261.4877,6.028332,1.257078,25.283467
174.2495,6.028332,1.257078,25.283467
160.4387,6.028332,1.257078,25.283467
261.4877,6.028332,1.257078,25.283467
174.2495,6.028332,1.257078,25.283467
160.4387,6.028332,1.257078,25.283467
261.4877,6.028332,1.257078,25.283467
174.2495,6.028332,1.257078,25.283467
160.4387,6.028332,1.257078,25.283467
261.4877,6.028332,1.257078,25.283467
174.2495,6.028332,1.257078,25.283467
160.4387,6.028332,1.257078,25.283467
261.4877,6.028332,1.257078,25.283467
174.2495,6.028332,1.257078,25.283467
160.4387,6.028332,1.257078,25.283467
261.4877,6.028332,1.257078,25.283467
174.2495,6.028332,1.257078,25.283467
160.4387,6.028332,1.257078,25.283467
261.4877,6.028332,1.257078,25.283467
174.2495,6.028332,1.257078,25.283467
160.4387,6.028332,1.257078,25.283467
261.4877,6.028332,1.257078,25.283467
174.2495,6.028332,1.257078,25.283467
160.4387,6.028332,1.257078,25.283467
261.4877,6.028332,1.257078,25.283467
174.2495,6.028332,1.257078,25.283467
160.4387,6.028332,1.257078,25.283467
261.4877,6.028332,1.257078,25.283467
174.2495,6.028332,1.257078,25.283467
160.4387,6.028332,1.257078,25.283467
261.4877,6.028332,1.257078,25.283467
3055.8019,4.42616,1.418706,12.615349
297.1275,4.141635,1.30882,11.294943
297.1275,4.141635,1.30882,11.294943
297.1275,4.141635,1.30882,11.294943
297.1275,4.141635,1.30882,11.294943
297.1275,4.141635,1.30882,11.294943
297.1275,4.141635,1.30882,11.294943
297.1275,4.141635,1.30882,11.294943
297.1275,4.141635,1.30882,11.294943
297.1275,4.141635,1.30882,11.294943
297.1275,4.141635,1.30882,11.294943
297.1275,4.141635,1.30882,11.294943
25653.1735,9.205023,1.601946,43.618344
2237.5542,9.205023,1.601946,43.618344
2237.5542,9.205023,1.601946,43.618344
2237.5542,9.205023,1.601946,43.618344
25653.1735,9.205023,1.601946,43.618344
25653.1735,9.205023,1.601946,43.618344
2237.5542,9.205023,1.601946,43.618344
25653.1735,9.205023,1.601946,43.618344
25653.1735,9.205023,1.601946,43.618344
25653.1735,9.205023,1.601946,43.618344
25653.1735,9.205023,1.601946,43.618344
2237.5542,9.205023,1.601946,43.618344
2237.5542,9.205023,1.601946,43.618344
2237.5542,9.205023,1.601946,43.618344
25653.1735,9.205023,1.601946,43.618344
2237.5542,9.205023,1.601946,43.618344
174.2495,3.931429,1.356662,10.312943
160.4387,3.931429,1.356662,10.312943
261.4877,3.931429,1.356662,10.312943
174.2495,3.931429,1.356662,10.312943
160.4387,3.931429,1.356662,10.312943
261.4877,3.931429,1.356662,10.312943
174.2495,3.931429,1.356662,10.312943
160.4387,3.931429,1.356662,10.312943
261.4877,3.931429,1.356662,10.312943
174.2495,3.931429,1.356662,10.312943
160.4387,3.931429,1.356662,10.312943
261.4877,3.931429,1.356662,10.312943
174.2495,3.931429,1.356662,10.312943
160.4387,3.931429,1.356662,10.312943
261.4877,3.931429,1.356662,10.312943
174.2495,3.931429,1.356662,10.312943
160.4387,3.931429,1.356662,10.312943
261.4877,3.931429,1.356662,10.312943
679.2408,4.382834,1.379977,55.950835
353.6818,4.382834,1.379977,55.950835
679.2408,4.382834,1.379977,55.950835
353.6818,4.382834,1.379977,55.950835
679.2408,4.382834,1.379977,55.950835
353.6818,4.382834,1.379977,55.950835
679.2408,4.382834,1.379977,55.950835
353.6818,4.382834,1.379977,55.950835
679.2408,4.382834,1.379977,55.950835
353.6818,4.382834,1.379977,55.950835
2237.5542,8.866147,1.580499,55.80081
2237.5542,8.866147,1.580499,55.80081
2237.5542,8.866147,1.580499,55.80081
2237.5542,8.866147,1.580499,55.80081
2237.5542,8.866147,1.580499,55.80081
6906.9398,6.193257,1.261151,39.585247
1262.1279,6.193257,1.261151,39.585247
885.285,6.193257,1.261151,39.585247
1262.1279,6.193257,1.261151,39.585247
885.285,6.193257,1.261151,39.585247
1262.1279,6.193257,1.261151,39.585247
885.285,6.193257,1.261151,39.585247
1262.1279,6.193257,1.261151,39.585247
885.285,6.193257,1.261151,39.585247
1262.1279,6.193257,1.261151,39.585247
885.285,6.193257,1.261151,39.585247
1262.1279,6.193257,1.261151,39.585247
885.285,6.193257,1.261151,39.585247
1262.1279,6.193257,1.261151,39.585247
885.285,6.193257,1.261151,39.585247
1262.1279,6.193257,1.261151,39.585247
885.285,6.193257,1.261151,39.585247
1262.1279,6.193257,1.261151,39.585247
885.285,6.193257,1.261151,39.585247
1262.1279,6.193257,1.261151,39.585247
885.285,6.193257,1.261151,39.585247
990.5214,1.53015,0.950474,2.036492
990.5214,1.53015,0.950474,2.036492
4731.7803,6.301296,1.302286,36.277926
4731.7803,6.301296,1.302286,36.277926
4731.7803,6.301296,1.302286,36.277926
4731.7803,6.301296,1.302286,36.277926
4731.7803,6.301296,1.302286,36.277926
4731.7803,6.301296,1.302286,36.277926
4731.7803,6.301296,1.302286,36.277926
4731.7803,6.301296,1.302286,36.277926
1467.4783,1.12098,1.069367,0.498318
1222.228,8.492217,1.50624,43.522794
1222.228,8.492217,1.50624,43.522794
1222.228,8.492217,1.50624,43.522794
1222.228,8.492217,1.50624,43.522794
1222.228,8.492217,1.50624,43.522794
1222.228,8.492217,1.50624,43.522794
1222.228,8.492217,1.50624,43.522794
1222.228,8.492217,1.50624,43.522794
1222.228,8.492217,1.50624,43.522794
1222.228,8.492217,1.50624,43.522794
1771.893,7.023384,1.362907,33.570377
1771.893,7.023384,1.362907,33.570377
1771.893,7.023384,1.362907,33.570377
1771.893,7.023384,1.362907,33.570377
1771.893,7.023384,1.362907,33.570377
1771.893,7.023384,1.362907,33.570377
1771.893,7.023384,1.362907,33.570377
1771.893,7.023384,1.362907,33.570377
1771.893,7.023384,1.362907,33.570377
1771.893,7.023384,1.362907,33.570377
1771.893,7.023384,1.362907,33.570377
1771.893,7.023384,1.362907,33.570377
1771.893,7.023384,1.362907,33.570377
1771.893,7.023384,1.362907,33.570377
1771.893,7.023384,1.362907,33.570377
1771.893,7.023384,1.362907,33.570377
1771.893,7.023384,1.362907,33.570377
1771.893,7.023384,1.362907,33.570377
1771.893,7.023384,1.362907,33.570377
1771.893,7.023384,1.362907,33.570377
1771.893,7.023384,1.362907,33.570377
1771.893,7.023384,1.362907,33.570377
1771.893,7.023384,1.362907,33.570377
1771.893,7.023384,1.362907,33.570377
1771.893,7.023384,1.362907,33.570377
1771.893,7.023384,1.362907,33.570377
5285.6047,7.474506,1.463417,32.474184
2186.1574,7.474506,1.463417,32.474184
5285.6047,7.474506,1.463417,32.474184
2186.1574,7.474506,1.463417,32.474184
5285.6047,7.474506,1.463417,32.474184
2186.1574,7.474506,1.463417,32.474184
5285.6047,7.474506,1.463417,32.474184
2186.1574,7.474506,1.463417,32.474184
5285.6047,7.474506,1.463417,32.474184
2186.1574,7.474506,1.463417,32.474184
5285.6047,7.474506,1.463417,32.474184
2186.1574,7.474506,1.463417,32.474184
5285.6047,7.474506,1.463417,32.474184
2186.1574,7.474506,1.463417,32.474184
5285.6047,7.474506,1.463417,32.474184
2186.1574,7.474506,1.463417,32.474184
5285.6047,7.474506,1.463417,32.474184
2186.1574,7.474506,1.463417,32.474184
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,3.394936,1.098867,8.83558
6312.6148,3.394936,1.098867,8.83558
185.6104,5.748866,1.357886,34.235236
6312.6148,5.748866,1.357886,34.235236
185.6104,5.748866,1.357886,34.235236
6312.6148,5.748866,1.357886,34.235236
185.6104,5.748866,1.357886,34.235236
6312.6148,5.748866,1.357886,34.235236
185.6104,5.748866,1.357886,34.235236
6312.6148,5.748866,1.357886,34.235236
185.6104,5.748866,1.357886,34.235236
6312.6148,5.748866,1.357886,34.235236
185.6104,5.748866,1.357886,34.235236
6312.6148,5.748866,1.357886,34.235236
185.6104,5.748866,1.357886,34.235236
6312.6148,5.748866,1.357886,34.235236
185.6104,5.748866,1.357886,34.235236
6312.6148,5.748866,1.357886,34.235236
185.6104,5.748866,1.357886,34.235236
6312.6148,5.748866,1.357886,34.235236
185.6104,5.748866,1.357886,34.235236
6312.6148,5.748866,1.357886,34.235236
185.6104,5.748866,1.357886,34.235236
6312.6148,5.748866,1.357886,34.235236
185.6104,5.748866,1.357886,34.235236
6312.6148,5.748866,1.357886,34.235236
185.6104,5.748866,1.357886,34.235236
6312.6148,5.748866,1.357886,34.235236
185.6104,5.748866,1.357886,34.235236
6312.6148,5.748866,1.357886,34.235236
185.6104,5.748866,1.357886,34.235236
6312.6148,5.748866,1.357886,34.235236
185.6104,5.748866,1.357886,34.235236
6312.6148,5.748866,1.357886,34.235236
185.6104,5.748866,1.357886,34.235236
6312.6148,5.748866,1.357886,34.235236
6906.9398,9.848658,1.519692,53.039785
6906.9398,9.848658,1.519692,53.039785
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
263.3906,2.668474,1.129204,5.8062
174.2495,2.960656,1.219685,5.665854
160.4387,2.960656,1.219685,5.665854
261.4877,2.960656,1.219685,5.665854
174.2495,2.960656,1.219685,5.665854
160.4387,2.960656,1.219685,5.665854
261.4877,2.960656,1.219685,5.665854
174.2495,2.960656,1.219685,5.665854
160.4387,2.960656,1.219685,5.665854
261.4877,2.960656,1.219685,5.665854
174.2495,2.960656,1.219685,5.665854
160.4387,2.960656,1.219685,5.665854
261.4877,2.960656,1.219685,5.665854
174.2495,2.960656,1.219685,5.665854
160.4387,2.960656,1.219685,5.665854
261.4877,2.960656,1.219685,5.665854
174.2495,2.960656,1.219685,5.665854
160.4387,2.960656,1.219685,5.665854
261.4877,2.960656,1.219685,5.665854
174.2495,2.960656,1.219685,5.665854
160.4387,2.960656,1.219685,5.665854
261.4877,2.960656,1.219685,5.665854
174.2495,2.960656,1.219685,5.665854
160.4387,2.960656,1.219685,5.665854
261.4877,2.960656,1.219685,5.665854
174.2495,2.960656,1.219685,5.665854
160.4387,2.960656,1.219685,5.665854
261.4877,2.960656,1.219685,5.665854
174.2495,2.960656,1.219685,5.665854
160.4387,2.960656,1.219685,5.665854
261.4877,2.960656,1.219685,5.665854
174.2495,2.960656,1.219685,5.665854
160.4387,2.960656,1.219685,5.665854
261.4877,2.960656,1.219685,5.665854
174.2495,2.960656,1.219685,5.665854
160.4387,2.960656,1.219685,5.665854
261.4877,2.960656,1.219685,5.665854
174.2495,2.960656,1.219685,5.665854
160.4387,2.960656,1.219685,5.665854
261.4877,2.960656,1.219685,5.665854
174.2495,2.960656,1.219685,5.665854
160.4387,2.960656,1.219685,5.665854
261.4877,2.960656,1.219685,5.665854
174.2495,2.960656,1.219685,5.665854
160.4387,2.960656,1.219685,5.665854
261.4877,2.960656,1.219685,5.665854
174.2495,2.960656,1.219685,5.665854
160.4387,2.960656,1.219685,5.665854
261.4877,2.960656,1.219685,5.665854
174.2495,2.960656,1.219685,5.665854
160.4387,2.960656,1.219685,5.665854
261.4877,2.960656,1.219685,5.665854
174.2495,2.960656,1.219685,5.665854
160.4387,2.960656,1.219685,5.665854
261.4877,2.960656,1.219685,5.665854
174.2495,2.960656,1.219685,5.665854
160.4387,2.960656,1.219685,5.665854
261.4877,2.960656,1.219685,5.665854
174.2495,2.960656,1.219685,5.665854
160.4387,2.960656,1.219685,5.665854
261.4877,2.960656,1.219685,5.665854
174.2495,2.960656,1.219685,5.665854
160.4387,2.960656,1.219685,5.665854
261.4877,2.960656,1.219685,5.665854
174.2495,2.960656,1.219685,5.665854
160.4387,2.960656,1.219685,5.665854
261.4877,2.960656,1.219685,5.665854
174.2495,2.960656,1.219685,5.665854
160.4387,2.960656,1.219685,5.665854
261.4877,2.960656,1.219685,5.665854
174.2495,2.960656,1.219685,5.665854
160.4387,2.960656,1.219685,5.665854
261.4877,2.960656,1.219685,5.665854
174.2495,2.960656,1.219685,5.665854
160.4387,2.960656,1.219685,5.665854
261.4877,2.960656,1.219685,5.665854
174.2495,2.960656,1.219685,5.665854
160.4387,2.960656,1.219685,5.665854
261.4877,2.960656,1.219685,5.665854
174.2495,2.960656,1.219685,5.665854
160.4387,2.960656,1.219685,5.665854
261.4877,2.960656,1.219685,5.665854
174.2495,2.960656,1.219685,5.665854
160.4387,2.960656,1.219685,5.665854
261.4877,2.960656,1.219685,5.665854
174.489,5.939358,1.37922,17.162846
158.7657,5.939358,1.37922,17.162846
174.489,5.939358,1.37922,17.162846
158.7657,5.939358,1.37922,17.162846
174.489,5.939358,1.37922,17.162846
158.7657,5.939358,1.37922,17.162846
174.489,5.939358,1.37922,17.162846
158.7657,5.939358,1.37922,17.162846
174.489,5.939358,1.37922,17.162846
158.7657,5.939358,1.37922,17.162846
174.489,5.939358,1.37922,17.162846
158.7657,5.939358,1.37922,17.162846
174.489,5.939358,1.37922,17.162846
158.7657,5.939358,1.37922,17.162846
427.7427,4.314844,1.295327,18.170219
427.7427,4.314844,1.295327,18.170219
427.7427,4.314844,1.295327,18.170219
427.7427,4.314844,1.295327,18.170219
427.7427,4.314844,1.295327,18.170219
427.7427,4.314844,1.295327,18.170219
427.7427,4.314844,1.295327,18.170219
427.7427,4.314844,1.295327,18.170219
427.7427,4.314844,1.295327,18.170219
427.7427,4.314844,1.295327,18.170219
427.7427,4.314844,1.295327,18.170219
427.7427,4.314844,1.295327,18.170219
427.7427,4.314844,1.295327,18.170219
427.7427,4.314844,1.295327,18.170219
427.7427,4.314844,1.295327,18.170219
427.7427,4.314844,1.295327,18.170219
427.7427,4.314844,1.295327,18.170219
427.7427,4.314844,1.295327,18.170219
427.7427,4.314844,1.295327,18.170219
427.7427,4.314844,1.295327,18.170219
427.7427,4.314844,1.295327,18.170219
427.7427,4.314844,1.295327,18.170219
427.7427,4.314844,1.295327,18.170219
427.7427,4.314844,1.295327,18.170219
427.7427,4.314844,1.295327,18.170219
2181.4521,4.570816,1.443043,16.088121
59.8006,4.570816,1.443043,16.088121
2181.4521,4.570816,1.443043,16.088121
59.8006,4.570816,1.443043,16.088121
2181.4521,4.570816,1.443043,16.088121
59.8006,4.570816,1.443043,16.088121
2181.4521,4.570816,1.443043,16.088121
59.8006,4.570816,1.443043,16.088121
2181.4521,4.570816,1.443043,16.088121
59.8006,4.570816,1.443043,16.088121
2181.4521,4.570816,1.443043,16.088121
59.8006,4.570816,1.443043,16.088121
2181.4521,4.570816,1.443043,16.088121
59.8006,4.570816,1.443043,16.088121
2181.4521,4.570816,1.443043,16.088121
59.8006,4.570816,1.443043,16.088121
2181.4521,4.570816,1.443043,16.088121
59.8006,4.570816,1.443043,16.088121
2181.4521,4.570816,1.443043,16.088121
59.8006,4.570816,1.443043,16.088121
2181.4521,4.570816,1.443043,16.088121
59.8006,4.570816,1.443043,16.088121
2181.4521,4.570816,1.443043,16.088121
59.8006,4.570816,1.443043,16.088121
2181.4521,4.570816,1.443043,16.088121
59.8006,4.570816,1.443043,16.088121
2181.4521,2.213101,1.198148,2.991296
59.8006,2.213101,1.198148,2.991296
2181.4521,2.213101,1.198148,2.991296
59.8006,2.213101,1.198148,2.991296
2181.4521,2.213101,1.198148,2.991296
59.8006,2.213101,1.198148,2.991296
